STATE,NUM_UNIT,CAUSE_IGN,FIRE_SPRD,BLDG_ABOVE,BLDG_BELOW,TOT_SQ_FT,FIRE_ORIG,FLAME_SPRD,DETECTOR,AES_PRES,INCIDENT_KEY,APP_MOD,response_time,last_unit_clear_time,accident_year,accident_month,accident_day,accident_hour,median_income_list,median_rent_list,Pct_HOU_Occupied_units_list,Pct_HHF_Utility_gas_list,Pct_DIS_With_disability_list,Pct_EDU_Bachelor_or_higher_list,Pct_HIC_With_coverage_list,Pct_SA_62_and_over_list,Pct_EMP_Pop_16_and_over_in_labor_force_Civilian_labor_force_Employed_list,temp,rhum,wspd,Minority populations,Black Alone,hum_1,AREA_ORIG_new,ACT_TAK1_new,FACT_IGN1_new,HEAT_SOURCE_new,FIRST_IGN_new,TYPE_MAT_new,PROP_USE_new,SUP_FAC_1_new,ITEM_SPRD_new,MAT_SPRD_new,build_time_1980_to_later_list,solar_or_no_fuel,coal_or_wood,HHS_Region,Census_Region,Census_Division,CBSA Title,CBSA Code,AREA_ORIG,HEAT_SOURC,FIRST_IGN,TYPE_MAT,FACT_IGN_1,SUP_FAC_1,STRUC_TYPE,STRUC_STAT,ITEM_SPRD,MAT_SPRD,DET_TYPE,AES_TYPE,AES_OPER,ACT_TAK1,LOC_TYPE,NUM_MILE,STREET_PRE,STREETNAME,STREETTYPE,STREETSUF,APT_NO,CITY,STATE_ID,ZIP5,ZIP4,X_STREET,FF_DEATH,OTH_DEATH,FF_INJ,OTH_INJ,DET_ALERT,PROP_USE,ON_SITE_M1,MAT_STOR1,EQUIP_INV,CAUSE_IGN_desc,AREA_ORIG_desc,HEAT_SOURC_desc,FIRST_IGN_desc,TYPE_MAT_desc,FACT_IGN_1_desc,ITEM_SPRD_desc,MAT_SPRD_desc,ACT_TAK1_desc,SUP_FAC_1_desc,AES_PRES_desc,DETECTOR_desc,hum_1_desc,PROP_USE_desc,ON_SITE_M1_desc,MAT_STOR1_desc,EQUIP_INV_desc,DET_TYPE_desc
GA,1.0,U,2,2.0,1.0,600.0,1.0,Y,1,N,GA_03101_03042019_197339_0,Y,5.0,29.0,2019,3,4,20,61364.83928571428,1306.125,92.7,57.6,11.9,19.7,83.0,11.3,60.6,9.3,47.0,18.4,0.0822691427117781,0.7317476469091834,N,2,1,UU_,1,9,2,4,9,not given_,not given_,66.69999999999999,0.8,0.0,Region 4 - Atlanta,South,South Atlantic,"Atlanta-Sandy Springs-Roswell, GA",12060,24,10,00,27,UU,NNN,1,2,,,1,,,11,1,8368,,DUNDY,CT,,,Jonesboro,GA,30238,,,0,0,0,0,,419,,,NNN,Cause undetermined after investigation,"Cooking area, kitchen","Heat from powered equipment, other","Item First Ignited, Other","Cooking oil, transformer or lubricating oil",Undetermined,,,Extinguish,,None Present,Detectors Present,,1 or 2 family dwelling,,,,Smoke
TX,1.0,4,3,1.0,0.0,3500.0,1.0,Y,1,N,TX_CN501_04242019_0002129_0,Y,12.0,97.0,2019,4,24,0,120362.75892857142,1816.3660714285716,95.6,54.7,7.3,50.9,91.0,12.8,66.2,23.2,82.0,20.5,0.1258861410249472,0.1233832999621191,N,7,1,6,5,1,8,4,not given_,not given_,not given_,87.1,0.3,0.0,Region 6 - Dallas,South,West South Central,"Dallas-Fort Worth-Arlington, TX",19100,74,73,11,86,62,,1,2,,,1,,,12,1,104,,TRINIDAD,CIR,,,LUCAS,TX,75002,,,0,0,0,0,,419,,,,Act of nature,"Attic: vacant, crawl space above top story, cupola",Lightning,Exterior roof covering or finish,Asphalt treated material,Storm,,,Salvage & overhaul,,None Present,Detectors Present,,1 or 2 family dwelling,,,,Smoke
TX,1.0,2,3,1.0,0.0,1178.0,1.0,Y,N,N,TX_DH807_02212020_0035381_0,N,5.0,130.0,2020,2,21,23,50020.035398230095,1199.8141592920356,95.6,40.5,18.4,15.6,79.2,25.1,50.8,11.7,21.0,5.4,0.0793346129238643,0.563324498065381,N,2,1,1,1,7,not given_,4,not given_,not given_,not given_,21.9,0.2,0.0,Region 6 - Dallas,South,West South Central,"Dallas-Fort Worth-Arlington, TX",19100,24,10,76,,12,,1,2,,,,,,11,1,7636,,GREENSPAN,AVE,,,Dallas,TX,75232,,GLENCAIRN DR,0,0,0,0,,419,,,600,Unintentional,"Cooking area, kitchen","Heat from powered equipment, other","Cooking materials, including edible materials",,Heat source too close to combustibles.,,,Extinguish,,None Present,None Present,,1 or 2 family dwelling,,,"Kitchen & cooking equipment, other",
TX,2.0,2,2,2.0,0.0,700.0,1.0,Y,1,1,TX_SA412_06172020_035783_0,Y,10.0,49.0,2020,6,17,19,83351.12389380531,1558.274336283186,89.6,43.6,8.9,51.4,89.2,17.2,66.0,32.4,41.0,7.6,0.0888127364888984,0.0779253230527593,N,2,6,1,1,6,2,4,not given_,not given_,not given_,79.5,0.6,0.0,Region 6 - Dallas,South,West South Central,"Houston-Pasadena-The Woodlands, TX",26420,24,12,64,27,14,,1,2,,,4,,,62,1,301,,Pruitt,RD,,,SPRING,TX,77380,,,0,0,0,0,1,429,NNN,N,646,Unintentional,"Cooking area, kitchen","Radiated, conducted heat from operating equipment",Flammable liquid/gas in container or pipe,"Cooking oil, transformer or lubricating oil",Flammable liquid or gas spilled,,,Restore sprinkler or fire protection system,,Present,Detectors Present,,Multifamily dwellings,,,"Range, stove with/without oven, cooking surface","Sprinkler, water flow detection"
GA,9.0,U,4,2.0,0.0,2000.0,1.0,Y,U,U,GA_03101_09062021_2134766_0,Y,5.0,311.0,2021,9,6,22,62686.53719008265,1526.6776859504134,93.5,59.7,11.9,23.0,83.1,15.2,61.7,28.7,72.0,9.4,0.059347181008902,0.8425816023738872,N,UU_,1,UU_,UU_,UU_,not given_,4,9,not given_,not given_,61.3,0.4,0.0,Region 4 - Atlanta,South,South Atlantic,"Atlanta-Sandy Springs-Roswell, GA",12060,UU,UU,UU,,UU,NNN,1,2,,,,,,10,1,8285,,BRIDGEWATER,PL,,,Riverdale,GA,30296,,,0,0,0,0,,419,,,NNN,Cause undetermined after investigation,Undetermined,Undetermined,Undetermined,,Undetermined,,,"Fire, other",,Undetermined,Undetermined,,1 or 2 family dwelling,,,,
CA,20.0,1,4,2.0,0.0,2.0,2.0,N,1,N,CA_19105_06192021_0001658_0,N,4.0,67.0,2021,6,19,22,50746.04132231405,1434.9917355371902,89.9,55.5,8.7,20.7,75.7,15.4,61.4,24.7,58.0,7.6,0.6083386310659038,0.0294730522003249,N,0,1,11,4,6,2,4,not given_,not given_,not given_,24.4,13.3,0.0,Region 9 - San Francisco,West,Pacific,"Los Angeles-Long Beach-Anaheim, CA",31080,05,65,65,23,NN,,1,2,,,1,,,11,1,01316,S,MARIPOSA,AVE,,,LOS ANGELES,CA,90006,,MARIPOSA AV,0,0,0,0,,429,NNN,,,Intentional,"Entrance way, lobby",Cigarette lighter,Flammable liquid/gas - uncontained,Gasoline,,,,Extinguish,,None Present,Detectors Present,,Multifamily dwellings,,,,Smoke
TX,1.0,2,3,2.0,0.0,750.0,2.0,Y,1,N,TX_DH712_06192020_2011995_0,N,6.0,32.0,2020,6,19,12,75871.40707964603,1327.6725663716816,95.0,36.7,10.7,24.8,79.0,15.7,66.1,23.8,89.0,7.6,0.1420576840292725,0.2043494204492913,N,7,8,10,4,1,6,4,not given_,1,6,52.1,0.1,0.3,Region 6 - Dallas,South,West South Central,"Dallas-Fort Worth-Arlington, TX",19100,72,63,13,63,00,,1,2,13,63,1,,,87,1,5714,,DUCK CREEK,DR,,S,GARLAND,TX,75043,,,0,0,0,0,2,429,NNN,,,Unintentional,"Exterior balcony, unenclosed porch",Heat from undetermined smoking material,"Exterior trim, including doors","Sawn wood, including all finished lumber",Other factor contributed to ignition,"Exterior trim, including doors",63,Investigate fire out on arrival,,None Present,Detectors Present,,Multifamily dwellings,,,,Smoke
IL,1.0,5,3,2.0,1.0,1875.0,2.0,Y,N,N,IL_CS931_06052020_0375233_0,Y,3.0,74.0,2020,6,5,14,30364.088495575223,1029.7168141592922,76.5,91.7,18.2,10.0,90.3,23.7,37.9,27.2,69.0,16.6,0.0679450048270581,0.8573521089250641,N,UU_,1,UU_,UU_,UU_,UU_,4,9,1,UU_,8.0,0.8,0.0,Region 5 - Chicago,Midwest,East North Central,"Chicago-Naperville-Elgin, IL-IN",16980,UU,UU,UU,UU,UU,NNN,1,2,10,UU,,,,11,1,6741,S,BISHOP,ST,,,Chicago,IL,60636,,X11427 BL W 68TH ST X21433,0,0,0,0,,419,UUU,U,NNN,Cause under investigation,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,"Structural component or finish, other",UU,Extinguish,,None Present,None Present,,1 or 2 family dwelling,Undetermined,Undetermined,,
TX,1.0,2,2,1.0,0.0,1048.0,1.0,Y,N,N,TX_DH807_08172019_0165700_0,N,2.0,54.0,2019,8,17,16,41285.75892857143,1134.5089285714284,92.6,24.1,22.6,15.7,76.8,18.8,47.7,32.5,56.0,11.2,0.079447882577844,0.7215111946343518,N,1,1,3,1,1,4,4,not given_,3,4,36.8,1.1,0.0,Region 6 - Dallas,South,West South Central,"Dallas-Fort Worth-Arlington, TX",19100,14,13,18,41,30,,1,2,36,41,,,,11,1,306,,RED WING,DR,,,Dallas,TX,75241,,MANITOBA AVE,0,0,0,0,,419,,,210,Unintentional,"Common room, den, family room, living room, lounge",Arcing,Insulation within structural area,Plastic,"Electrical failure, malfunction, other","Curtains, blinds, drapery, tapestry",41,Extinguish,,None Present,None Present,,1 or 2 family dwelling,,,"Electrical wiring, other",
CA,0.0,U,2,1.0,0.0,200.0,1.0,Y,N,N,CA_19120_03192019_1900819_0,N,3.0,195.0,2019,3,19,9,177289.76785714284,2973.910714285714,89.0,76.3,5.7,76.8,98.5,19.7,59.9,13.5,90.0,0.0,0.1696611909650924,0.0050193931097421,N,2,8,UU_,UU_,8,not given_,2,not given_,UU_,not given_,37.0,1.3,0.0,Region 9 - San Francisco,West,Pacific,"Los Angeles-Long Beach-Anaheim, CA",31080,25,UU,96,,UU,,1,2,UU,,,,,86,1,1501,N,PECK,AVE,,,Manhattan Beach,CA,90266,,1501 N PECK AVMAN,0,0,0,0,2,213,NNN,,,Cause undetermined after investigation,"Bathroom, checkroom, lavatory, locker room",Undetermined,"Rubbish, trash, or waste",,Undetermined,Undetermined,,Investigate,,None Present,None Present,,"Elementary school, including kindergarten",,,,
IN,1.0,2,2,2.0,1.0,12001.0,1.0,Y,1,N,IN_45022_04112019_19887_0,Y,6.0,21.0,2019,4,11,13,108949.71428571428,1401.723214285714,96.5,91.6,10.9,36.7,96.6,25.6,63.3,6.0,71.0,27.7,0.055942147632692,0.0275617410287897,6,2,8,1,8,8,not given_,4,9,not given_,not given_,60.0,0.0,0.1,Region 5 - Chicago,Midwest,East North Central,"Chicago-Naperville-Elgin, IL-IN",16980,24,00,97,,11,NNN,1,2,,,1,,,86,1,9146,,MORAINE,ST,,,Town of Dyer,IN,46311,,,0,0,0,0,,419,,,NNN,Unintentional,"Cooking area, kitchen",Heat source: other,Oily rags,,Abandoned or discarded materials or products,,,Investigate,,None Present,Detectors Present,Multiple persons involved,1 or 2 family dwelling,,,,Smoke
TX,40.0,2,4,2.0,0.0,19704.0,2.0,Y,U,N,TX_WB901_01092019_0090027_0,N,4.0,101.0,2019,1,9,2,53207.89285714285,1014.7232142857142,89.1,53.5,11.6,21.4,67.9,14.3,57.3,11.2,42.0,16.6,0.2282763532763533,0.1848884140550807,N,2,1,11,1,7,not given_,4,not given_,not given_,not given_,15.3,0.5,0.0,Region 6 - Dallas,South,West South Central,"Dallas-Fort Worth-Arlington, TX",19100,24,12,76,,NN,,1,2,,,,,,11,1,4720,,NORMA,ST,,,Fort Worth,TX,76103,,,0,0,0,0,,429,NNN,,646,Unintentional,"Cooking area, kitchen","Radiated, conducted heat from operating equipment","Cooking materials, including edible materials",,,,,Extinguish,,None Present,Undetermined,,Multifamily dwellings,,,"Range, stove with/without oven, cooking surface",
CA,9.0,2,2,2.0,0.0,4000.0,1.0,Y,1,N,CA_19105_07092022_1774_0,Y,3.0,7.0,2022,7,9,22,36326.0,1396.0,89.8,50.0,10.8,26.6,86.6,10.5,50.4,24.7,54.0,9.4,0.461369622475856,0.0862111013559652,N,4,1,3,1,UU_,UU_,4,9,not given_,not given_,27.7,14.3,0.0,Region 9 - San Francisco,West,Pacific,"Los Angeles-Long Beach-Anaheim, CA",31080,47,13,UU,UU,30,NNN,1,2,,,1,,,11,1,1250,W,37TH,ST,,,Los Angeles,CA,90007,,S ISLAND WY MET,0,0,0,0,,429,,,NNN,Unintentional,"Vehicle storage area; garage, carport",Arcing,Undetermined,Undetermined,"Electrical failure, malfunction, other",,,Extinguish,,None Present,Detectors Present,,Multifamily dwellings,,,,Smoke
GA,2.0,2,3,1.0,1.0,1000.0,1.0,Y,1,U,GA_06005_03272020_0202177_0,Y,7.0,188.0,2020,3,27,11,51480.13274336283,1219.2212389380534,84.3,53.7,14.5,35.2,85.7,15.9,64.5,13.7,90.0,0.0,0.0295132949774529,0.7456694137770176,N,1,1,3,1,UU_,not given_,4,9,not given_,not given_,32.5,0.5,0.1,Region 4 - Atlanta,South,South Atlantic,"Atlanta-Sandy Springs-Roswell, GA",12060,14,13,UU,,30,NNN,1,2,,,1,,,11,1,2921,,Briarwood,BLVD,,,East Point,GA,30344,,,0,0,0,0,,419,,,NNN,Unintentional,"Common room, den, family room, living room, lounge",Arcing,Undetermined,,"Electrical failure, malfunction, other",,,Extinguish,,Undetermined,Detectors Present,,1 or 2 family dwelling,,,,Smoke
IL,1.0,2,4,2.0,1.0,1500.0,1.0,Y,1,N,IL_CN362_10152020_204935_0,Y,3.0,162.0,2020,10,15,11,133085.76106194692,1867.6460176991156,89.9,83.7,9.1,67.6,97.8,30.8,56.4,11.1,56.0,20.5,0.1729087857303905,0.0275070771851592,N,7,1,1,2,1,6,4,9,1,6,36.2,0.2,0.1,Region 5 - Chicago,Midwest,East North Central,"Chicago-Naperville-Elgin, IL-IN",16980,76,43,10,63,11,NNN,1,2,12,63,1,,,11,1,1630,,FERNDALE,AVE,,,Village of Northbroo,IL,60062,,,0,0,0,0,,419,,,NNN,Unintentional,Wall surface: exterior,Hot ember or ash,"Structural component or finish, other","Sawn wood, including all finished lumber",Abandoned or discarded materials or products,Exterior wall covering or finish,63,Extinguish,,None Present,Detectors Present,,1 or 2 family dwelling,,,,Smoke
TX,1.0,U,2,1.0,0.0,1958.0,1.0,Y,U,N,TX_KA705_04102021_0004082_0,N,5.0,16.0,2021,4,10,15,79903.23966942148,1369.9586776859503,94.3,33.9,10.7,18.0,75.4,12.2,60.8,19.0,89.0,28.0,0.1499811221022426,0.1760326210073246,N,4,8,UU_,UU_,UU_,not given_,4,not given_,not given_,not given_,71.1,0.6,0.0,Region 6 - Dallas,South,West South Central,"Houston-Pasadena-The Woodlands, TX",26420,47,UU,UU,,UU,,1,2,,,,,,87,1,5223,,GINSENG,DR,,,Baytown,TX,77521,,,0,0,0,0,2,419,,,,Cause undetermined after investigation,"Vehicle storage area; garage, carport",Undetermined,Undetermined,,Undetermined,,,Investigate fire out on arrival,,None Present,Undetermined,,1 or 2 family dwelling,,,,
TX,1.0,5,4,1.0,0.0,2100.0,1.0,Y,1,N,TX_NP603_06152019_0192031_0,Y,2.0,135.0,2019,6,15,15,93800.27678571428,1545.6964285714284,94.6,12.9,9.4,27.5,88.9,15.9,65.8,29.2,66.0,27.7,0.0289959030527085,0.0451905701240119,N,7,1,11,UU_,UU_,not given_,4,9,not given_,not given_,76.5,0.4,0.2,Region 6 - Dallas,South,West South Central,"Dallas-Fort Worth-Arlington, TX",19100,74,UU,UU,,NN,NNN,1,2,,,3,,,11,1,1374,,EMILY,CT,,,BURLESON,TX,76028,,,0,0,0,0,,419,,,,Cause under investigation,"Attic: vacant, crawl space above top story, cupola",Undetermined,Undetermined,,,,,Extinguish,,None Present,Detectors Present,,1 or 2 family dwelling,,,,Combination smoke - heat
GA,1.0,5,2,3.0,0.0,2000.0,1.0,Y,1,N,GA_03302_01162022_220362_0,Y,7.0,212.0,2022,1,16,8,58782.0,1264.0,89.6,62.8,12.5,26.7,68.7,14.9,63.6,4.6,92.0,27.7,0.2409201277955271,0.2918083067092651,N,2,1,1,1,1,6,4,9,not given_,not given_,40.8,0.3,0.0,Region 4 - Atlanta,South,South Atlantic,"Atlanta-Sandy Springs-Roswell, GA",12060,24,10,10,60,12,NNN,1,2,,,1,,,11,1,2141,,LAKE PARK,DR,SE,,Smyrna,GA,30060,,,0,0,0,0,,429,,,NNN,Cause under investigation,"Cooking area, kitchen","Heat from powered equipment, other","Structural component or finish, other","Wood or paper, processed, other",Heat source too close to combustibles.,,,Extinguish,,None Present,Detectors Present,,Multifamily dwellings,,,,Smoke
TX,1.0,2,4,1.0,0.0,2800.0,1.0,Y,1,N,TX_DR301_07102021_001653_0,Y,9.0,37.0,2021,7,10,0,114506.1570247934,2013.8925619834715,97.3,16.0,9.9,29.6,90.2,14.3,67.7,30.7,59.0,18.4,0.0592768227622999,0.0511558980438648,N,7,1,3,UU_,8,not given_,4,not given_,not given_,not given_,90.8,0.7,0.9,Region 6 - Dallas,South,West South Central,"Dallas-Fort Worth-Arlington, TX",19100,76,UU,81,,30,,1,2,,,U,,,12,1,2506,,COWBIRD,WAY,,,Northlake,TX,76247,,,0,0,0,0,U,419,NNN,N,,Unintentional,Wall surface: exterior,Undetermined,"Electrical wire, cable insulation",,"Electrical failure, malfunction, other",,,Salvage & overhaul,,None Present,Detectors Present,,1 or 2 family dwelling,,,,Undetermined
TX,1.0,2,4,2.0,0.0,400.0,1.0,Y,U,U,TX_DH807_01042019_0002540_0,N,6.0,64.0,2019,1,4,19,47814.08035714285,1140.267857142857,93.8,48.6,8.9,4.7,67.5,10.0,55.2,12.8,47.0,13.0,0.062388406999113,0.2316872285770236,N,2,1,3,1,1,11,4,not given_,not given_,not given_,25.1,0.3,0.1,Region 6 - Dallas,South,West South Central,"Dallas-Fort Worth-Arlington, TX",19100,21,13,15,00,30,,1,2,,,,,,11,1,10850,,MULBERRY,ST,,,Dallas,TX,75217,,,0,0,0,0,,419,,,111,Unintentional,Bedroom - < 5 persons; included are jail or prison,Arcing,"Interior wall covering excluding drapes, etc.","Type of material first ignited, other","Electrical failure, malfunction, other",,,Extinguish,,Undetermined,Undetermined,,1 or 2 family dwelling,,,Air conditioner,
IL,1.0,2,3,2.0,0.0,1000.0,1.0,Y,U,N,IL_KA121_05302022_2008766_0,Y,7.0,29.0,2022,5,30,20,146855.0,1875.0,95.5,87.4,5.5,62.1,97.0,14.2,67.0,31.9,40.0,25.9,0.2726839000693962,0.0814538514920194,N,5,8,UU_,UU_,8,not given_,4,not given_,not given_,not given_,95.0,0.0,0.0,Region 5 - Chicago,Midwest,East North Central,"Chicago-Naperville-Elgin, IL-IN",16980,55,UU,81,,UU,,1,2,,,,,,86,1,1158,,PENNSBURY,LN,,,Aurora,IL,60502,,,0,0,0,0,,429,,,,Unintentional,"Duct: hvac, cable, exhaust, heating, or AC",Undetermined,"Electrical wire, cable insulation",,Undetermined,,,Investigate,,None Present,Undetermined,,Multifamily dwellings,,,,
CA,1.0,2,2,20.0,0.0,1800.0,1.0,Y,N,N,CA_30065_12092022_0166219_0,N,4.0,190.0,2022,12,9,16,82147.0,1800.0,96.8,70.5,8.8,17.4,90.1,14.3,61.2,10.7,68.0,0.0,0.6501293402595217,0.0042272182380281,3,2,1,11,1,2,4,4,not given_,not given_,not given_,24.700000000000003,7.0,0.1,Region 9 - San Francisco,West,Pacific,"Los Angeles-Long Beach-Anaheim, CA",31080,24,11,26,41,NN,,1,2,,,,,,11,1,12405,,PEARCE,ST,,,GARDEN GROVE,CA,92843,,,0,0,0,0,,419,NNN,N,646,Unintentional,"Cooking area, kitchen","Spark, ember or flame from operating equipment",Household utensils,Plastic,,,,Extinguish,,None Present,None Present,Unattended or unsupervised person,1 or 2 family dwelling,,,"Range, stove with/without oven, cooking surface",
TX,1.0,2,2,2.0,0.0,900.0,1.0,Y,1,N,TX_KA926_09212019_9210627_0,N,3.0,92.0,2019,9,21,15,53128.419642857145,1209.375,92.6,30.0,11.6,15.8,71.8,14.6,61.8,29.5,75.0,20.5,0.4155348765669461,0.2442359455510266,N,2,1,5,2,8,not given_,4,9,not given_,not given_,43.5,0.3,0.3,Region 6 - Dallas,South,West South Central,"Houston-Pasadena-The Woodlands, TX",26420,24,40,94,,55,NNN,1,2,,,1,,,11,1,8323,,WILCREST,DR,,1020,Houston,TX,77072,,,0,0,0,0,,429,,,NNN,Unintentional,"Cooking area, kitchen","Hot or smoldering object, other","Dust, fiber, lint, including sawdust and excelsior",,Failure to clean,,,Extinguish,,None Present,Detectors Present,,Multifamily dwellings,,,,Smoke
TX,1.0,3,2,1.0,0.0,1200.0,1.0,Y,U,N,TX_DH619_06262020_0003536_0,Y,4.0,38.0,2020,6,26,18,59665.35398230089,1286.5752212389382,95.8,22.7,14.3,19.5,86.4,14.2,65.6,31.9,59.0,22.3,0.039115564333542,0.7432438942145575,N,2,1,3,1,UU_,UU_,4,not given_,not given_,not given_,65.5,0.9,0.0,Region 6 - Dallas,South,West South Central,"Dallas-Fort Worth-Arlington, TX",19100,26,13,UU,UU,30,,1,2,,,,,,11,1,1307,,CEDARDALE,RD,,,Lancaster,TX,75134,,,0,0,0,0,U,419,NNN,N,227,Failure of equipment or heat source,"Laundry area, wash house (laundry)",Arcing,Undetermined,Undetermined,"Electrical failure, malfunction, other",,,Extinguish,,None Present,Undetermined,,1 or 2 family dwelling,,,Surge protector,
CA,1.0,2,2,1.0,0.0,1200.0,1.0,Y,1,N,CA_19110_06282021_1197766_0,Y,0.0,70.0,2021,6,28,10,104488.93388429753,1995.7685950413224,97.0,68.9,10.3,31.3,92.0,18.4,63.1,19.0,87.0,0.0,0.360028379474111,0.0202131356423027,3,2,1,3,1,2,4,4,9,1,6,23.8,5.3,0.1,Region 9 - San Francisco,West,Pacific,"Los Angeles-Long Beach-Anaheim, CA",31080,24,13,25,41,30,NNN,1,2,16,65,1,,,10,1,204,S,FONDA,ST,,,City of La Habra,CA,90631,,,0,0,0,0,,419,,,NNN,Unintentional,"Cooking area, kitchen",Arcing,Appliance housing or casing,Plastic,"Electrical failure, malfunction, other",Interior ceiling cover or finish,65,"Fire, other",,None Present,Detectors Present,Unattended or unsupervised person,1 or 2 family dwelling,,,,Smoke
IL,1.0,2,2,300.0,1.0,3000.0,1.0,Y,1,N,IL_DD132_04172022_0004516_0,Y,4.0,103.0,2022,4,17,11,155179.0,1797.0,95.7,91.7,6.4,71.4,98.4,20.1,64.9,-1.7,77.0,6.5,0.1765959632273637,0.0291715885162549,N,4,1,UU_,UU_,UU_,not given_,4,9,not given_,not given_,70.2,0.7,0.0,Region 5 - Chicago,Midwest,East North Central,"Chicago-Naperville-Elgin, IL-IN",16980,47,UU,UU,,UU,NNN,1,2,,,1,,,11,1,1212,,CROMWELL,LN,,,NAPERVILLE,IL,60565,,,0,0,0,0,,419,NNN,,,Unintentional,"Vehicle storage area; garage, carport",Undetermined,Undetermined,,Undetermined,,,Extinguish,,None Present,Detectors Present,,1 or 2 family dwelling,,,,Smoke
TX,1.0,2,4,1.0,0.0,350.0,2.0,Y,1,N,TX_DH807_02042020_0023604_0,N,5.0,105.0,2020,2,4,18,48564.50442477877,1087.9380530973451,85.3,17.9,8.7,34.1,70.9,9.5,72.7,8.0,90.0,29.5,0.2228511479249518,0.2438090126137556,N,2,1,11,1,8,not given_,4,not given_,not given_,not given_,41.6,0.4,0.1,Region 6 - Dallas,South,West South Central,"Dallas-Fort Worth-Arlington, TX",19100,25,13,99,,NN,,1,2,,,1,,,11,1,6467,,MELODY,LN,,2082,Dallas,TX,75231,,EASTRIDGE DR,0,0,0,0,,429,,,210,Unintentional,"Bathroom, checkroom, lavatory, locker room",Arcing,Multiple items first ignited,,,,,Extinguish,,None Present,Detectors Present,,Multifamily dwellings,,,"Electrical wiring, other",Smoke
GA,1.0,2,2,1.0,0.0,1050.0,1.0,Y,1,1,GA_06701_04012019_1920497_0,N,7.0,68.0,2019,4,1,14,51130.07142857143,1394.8125,94.0,42.0,4.0,17.4,60.8,6.7,70.7,7.9,45.0,0.0,0.4064680124684577,0.2321322547127801,N,2,1,4,1,2,5,4,9,9,UU_,79.2,0.5,0.0,Region 4 - Atlanta,South,South Atlantic,"Atlanta-Sandy Springs-Roswell, GA",12060,26,12,25,50,44,NNN,1,2,97,UU,1,1,,11,1,1445,,BRANCH,DR,NW,13,TUCKER,GA,30093,,,0,0,0,0,1,429,NNN,N,811,Unintentional,"Laundry area, wash house (laundry)","Radiated, conducted heat from operating equipment",Appliance housing or casing,"Natural product, other",Manufacturing deficiency,Oily rags,UU,Extinguish,,Present,Detectors Present,,Multifamily dwellings,,,Clothes dryer,Smoke
TX,1.0,2,2,1.0,0.0,1480.0,1.0,Y,N,U,TX_KA554_11222019_1982583_0,Y,6.0,100.0,2019,11,22,14,84952.25892857142,1627.473214285714,94.3,48.8,11.5,24.4,85.9,13.2,65.1,22.3,97.0,0.0,0.0963592622293504,0.2175942261427425,N,2,8,11,2,7,2,4,9,2,4,68.5,0.6,0.1,Region 6 - Dallas,South,West South Central,"Houston-Pasadena-The Woodlands, TX",26420,24,42,76,27,NN,NNN,1,2,26,41,,,,87,1,23934,,VERNGATE,DR,,,SPRING,TX,77373,,,0,0,0,0,,419,NNN,,,Unintentional,"Cooking area, kitchen","Molten, hot material","Cooking materials, including edible materials","Cooking oil, transformer or lubricating oil",,Household utensils,41,Investigate fire out on arrival,,Undetermined,None Present,,1 or 2 family dwelling,,,,
IL,1.0,2,3,2.0,0.0,800.0,2.0,Y,N,N,IL_LA172_05092020_0002106_0,Y,10.0,108.0,2020,5,9,3,111636.37168141594,1440.690265486726,95.2,83.0,9.5,53.5,96.5,15.0,68.0,0.2,75.0,0.0,0.167977468381337,0.0713678393027952,2,2,1,10,2,3,7,4,1,3,7,71.3,0.3,0.0,Region 5 - Chicago,Midwest,East North Central,"Chicago-Naperville-Elgin, IL-IN",16980,21,40,32,71,00,134,1,2,32,77,,,,11,1,36123,N,GRAND OAKS,CT,,,Gurnee,IL,60031,,,0,0,0,0,,429,,,NNN,Unintentional,Bedroom - < 5 persons; included are jail or prison,"Hot or smoldering object, other","Bedding; blanket, sheet, comforter","Fabric, fiber, cotton, blends, rayon, wool",Other factor contributed to ignition,"Bedding; blanket, sheet, comforter",77,Extinguish,Combustible interior finish,None Present,None Present,Possibly impaired by alcohol or drugs,Multifamily dwellings,,,,
CA,1.0,2,5,1.0,0.0,1044.0,1.0,Y,1,N,CA_19110_03152022_2089296_0,Y,5.0,132.0,2022,3,15,3,86290.0,1807.0,96.5,67.9,10.8,12.2,90.1,16.5,60.0,20.8,33.0,3.6,0.577286470143613,0.0119551524313429,N,4,1,1,1,5,9,4,9,6,2,15.2,7.300000000000001,0.2,Region 9 - San Francisco,West,Pacific,"Los Angeles-Long Beach-Anaheim, CA",31080,47,13,50,99,12,NNN,1,2,64,20,1,,,11,1,610,N,BRIGITA,AVE,,,Valinda,CA,91744,,,0,0,0,0,,419,,,NNN,Unintentional,"Vehicle storage area; garage, carport",Arcing,"Storage supplies, other",Multiple types of material,Heat source too close to combustibles.,Flammable liquid/gas in container or pipe,20,Extinguish,,None Present,Detectors Present,,1 or 2 family dwelling,,,,Smoke
