STATE,NUM_UNIT,CAUSE_IGN,FIRE_SPRD,BLDG_ABOVE,BLDG_BELOW,TOT_SQ_FT,FIRE_ORIG,FLAME_SPRD,DETECTOR,AES_PRES,INCIDENT_KEY,APP_MOD,response_time,last_unit_clear_time,accident_year,accident_month,accident_day,accident_hour,median_income_list,median_rent_list,Pct_HOU_Occupied_units_list,Pct_HHF_Utility_gas_list,Pct_DIS_With_disability_list,Pct_EDU_Bachelor_or_higher_list,Pct_HIC_With_coverage_list,Pct_SA_62_and_over_list,Pct_EMP_Pop_16_and_over_in_labor_force_Civilian_labor_force_Employed_list,temp,rhum,wspd,Minority populations,Black Alone,hum_1,AREA_ORIG_new,ACT_TAK1_new,FACT_IGN1_new,HEAT_SOURCE_new,FIRST_IGN_new,TYPE_MAT_new,PROP_USE_new,SUP_FAC_1_new,ITEM_SPRD_new,MAT_SPRD_new,build_time_1980_to_later_list,solar_or_no_fuel,coal_or_wood,HHS_Region,Census_Region,Census_Division,CBSA Title,CBSA Code,AREA_ORIG,HEAT_SOURC,FIRST_IGN,TYPE_MAT,FACT_IGN_1,SUP_FAC_1,STRUC_TYPE,STRUC_STAT,ITEM_SPRD,MAT_SPRD,DET_TYPE,AES_TYPE,AES_OPER,ACT_TAK1,LOC_TYPE,NUM_MILE,STREET_PRE,STREETNAME,STREETTYPE,STREETSUF,APT_NO,CITY,STATE_ID,ZIP5,ZIP4,X_STREET,FF_DEATH,OTH_DEATH,FF_INJ,OTH_INJ,DET_ALERT,PROP_USE,ON_SITE_M1,MAT_STOR1,EQUIP_INV,CAUSE_IGN_desc,AREA_ORIG_desc,HEAT_SOURC_desc,FIRST_IGN_desc,TYPE_MAT_desc,FACT_IGN_1_desc,ITEM_SPRD_desc,MAT_SPRD_desc,ACT_TAK1_desc,SUP_FAC_1_desc,AES_PRES_desc,DETECTOR_desc,hum_1_desc,PROP_USE_desc,ON_SITE_M1_desc,MAT_STOR1_desc,EQUIP_INV_desc,DET_TYPE_desc
MD,1.0,2,2,2.0,1.0,60.0,1.0,Y,1,N,MD_15555_05282013_0058707_0,Y,4.0,68.0,2013,5,28,18,73298.55882352941,1747.8235294117649,95.4,53.3,5.3,27.0,67.6,9.7,66.5,25.0,62.0,5.4,0.5280749186944085,0.26194114650679834,7,2,1,1,1,7,not given_,4,not given_,not given_,not given_,10.5,0.2,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,24,11,76,,10,,1,2,,,1,,,11,1,806,,UNIVERSITY,BLV,E,,SILVER SPRING,MD,20903,,,0,0,0,0,,429,118,N,646,Unintentional,"Cooking area, kitchen","Spark, ember or flame from operating equipment","Cooking materials, including edible materials",nan,"Misuse of material or product, other",nan,nan,Extinguish,nan,None Present,Detectors Present,Age was a factor,Multifamily dwellings,"Fat/cooking grease, including lard & animal fat",,"Range, stove with/without oven, cooking surface",Smoke
MD,1.0,U,2,3.0,0.0,0.0,2.0,Y,1,N,MD_15555_05302013_0059661_0,Y,3.0,91.0,2013,5,30,14,134066.41176470587,2313.1470588235293,95.5,72.6,8.1,66.2,91.7,18.5,66.8,28.4,63.0,0.0,0.2666823660379782,0.10192460020123739,N,7,1,3,8,1,6,4,not given_,not given_,not given_,61.900000000000006,0.2,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,73,00,10,65,34,,1,2,,,1,,,11,1,22,,MONROE,ST,,,ROCKVILLE,MD,20850,,,0,0,0,0,,429,,,,Cause undetermined after investigation,"Ceiling & floor assembly, crawl space b/t stories",Heat source: other,"Structural component or finish, other","Fiberboard, particleboard, and hardboard",Unspecified short-circuit arc,nan,nan,Extinguish,nan,None Present,Detectors Present,,Multifamily dwellings,nan,nan,nan,Smoke
MD,1.0,2,2,2.0,1.0,100.0,2.0,Y,1,N,MD_15555_06032013_0061395_0,Y,5.0,286.0,2013,6,3,17,245407.32352941178,2530.676470588235,96.2,69.3,5.6,80.5,96.4,23.4,61.0,26.2,72.0,0.0,0.1966487323552185,0.05110286088665648,N,2,1,3,1,UU_,not given_,4,not given_,not given_,not given_,42.9,0.0,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,21,10,UU,,30,,1,2,,,1,,,11,1,1416,,FALLSMEAD,WAY,,,POTOMAC,MD,20854,,,0,0,0,0,,419,713,U,711,Unintentional,Bedroom - < 5 persons; included are jail or prison,"Heat from powered equipment, other",Undetermined,nan,"Electrical failure, malfunction, other",nan,nan,Extinguish,nan,None Present,Detectors Present,,1 or 2 family dwelling,Electronic media,Undetermined,Computer,Smoke
MD,12.0,2,2,2.0,1.0,4000.0,2.0,Y,1,1,MD_15555_06032013_0061421_0,Y,3.0,33.0,2013,6,3,19,104899.76470588235,2137.3529411764707,94.9,83.4,7.1,44.3,84.1,12.9,72.2,28.4,62.0,0.0,0.29062151616499443,0.09239130434782608,3,2,1,1,4,9,11,4,not given_,not given_,not given_,15.5,0.0,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,20,61,00,00,12,,1,2,,,1,1,3,11,1,13103,,ELSDALE,CT,,,ROCKVILLE,MD,20851,,,0,0,0,0,,429,411,U,,Unintentional,"Function area, other",Cigarette,"Item First Ignited, Other","Type of material first ignited, other",Heat source too close to combustibles.,nan,nan,Extinguish,nan,Present,Detectors Present,Unattended or unsupervised person,Multifamily dwellings,"Newspaper, magazines",Undetermined,nan,Smoke
MD,1.0,2,3,1.0,1.0,0.0,1.0,Y,U,N,MD_15555_06042013_0061667_0,Y,1.0,114.0,2013,6,4,10,92547.38235294117,1883.1470588235295,94.6,45.1,10.1,46.5,85.5,18.3,62.9,16.2,69.0,5.4,0.2103200638354464,0.4536749711853888,3,2,1,UU_,1,UU_,not given_,4,not given_,not given_,not given_,58.8,0.2,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,24,12,UU,,UU,,1,2,,,,,,11,1,12626,,SPRINGLOCH,CT,,,SILVER SPRING,MD,20904,,,0,0,0,0,,419,,,644,Unintentional,"Cooking area, kitchen","Radiated, conducted heat from operating equipment",Undetermined,nan,Undetermined,nan,nan,Extinguish,nan,None Present,Undetermined,Unattended or unsupervised person,1 or 2 family dwelling,nan,nan,Microwave oven,nan
MD,12.0,3,2,3.0,0.0,0.0,2.0,Y,1,N,MD_15555_06042013_0061959_0,Y,3.0,98.0,2013,6,4,23,146485.82352941175,2120.9117647058824,96.2,52.0,6.1,67.3,92.4,13.5,70.1,24.2,37.0,5.4,0.26898441782162713,0.1017148226450552,N,2,1,2,1,3,9,4,not given_,not given_,not given_,70.1,0.5,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,24,10,30,99,20,,1,2,,,0,,,10,1,827,,QUINCE ORCHARD,BLV,,,GAITHERSBURG,MD,20878,,,0,0,0,0,,429,,,000,Failure of equipment or heat source,"Cooking area, kitchen","Heat from powered equipment, other","Soft goods, wearing apparel, other",Multiple types of material,"Mechanical failure, malfunction, other",nan,nan,"Fire, other",nan,None Present,Detectors Present,,Multifamily dwellings,nan,nan,Other equipment involved in ignition,Other
MD,1.0,2,2,2.0,1.0,0.0,2.0,Y,1,N,MD_15555_06092013_0063796_0,Y,5.0,97.0,2013,6,9,10,114866.91176470589,1879.3529411764705,96.6,68.5,7.2,52.5,83.4,14.1,70.1,20.0,76.0,5.4,0.206621130329404,0.23369505343175057,N,4,1,1,4,2,4,4,not given_,not given_,not given_,14.7,0.5,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,40,61,26,41,11,,1,2,,,1,,,11,1,213,,UNIVERSITY,BLV,E,,SILVER SPRING,MD,20901,,,0,0,0,0,,419,,,,Unintentional,"Storage area, other",Cigarette,Household utensils,Plastic,Abandoned or discarded materials or products,nan,nan,Extinguish,nan,None Present,Detectors Present,,1 or 2 family dwelling,nan,nan,nan,Smoke
MD,1.0,2,2,2.0,2.0,1350.0,1.0,Y,1,N,MD_15555_06092013_0063869_0,Y,4.0,272.0,2013,6,9,14,213921.20588235295,2530.676470588235,94.8,77.2,7.4,81.1,96.9,22.1,63.6,23.7,73.0,0.0,0.1479581935626958,0.023758698123146016,N,2,1,1,1,UU_,not given_,4,not given_,2,6,26.099999999999998,0.0,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,24,10,UU,,11,,1,2,23,65,U,,,11,1,6703,,GREYSWOOD,RD,,,BETHESDA,MD,20817,,,0,0,0,0,U,419,,,646,Unintentional,"Cooking area, kitchen","Heat from powered equipment, other",Undetermined,nan,Abandoned or discarded materials or products,Cabinetry (including built-in),65,Extinguish,nan,None Present,Detectors Present,,1 or 2 family dwelling,nan,nan,"Range, stove with/without oven, cooking surface",Undetermined
MD,1.0,3,2,2.0,1.0,5520.0,1.0,Y,1,N,MD_15555_06142013_0066025_0,Y,8.0,96.0,2013,6,14,3,245407.32352941178,2530.676470588235,96.2,69.3,5.6,80.5,96.4,23.4,61.0,22.2,59.0,20.5,0.1966487323552185,0.05110286088665648,N,4,1,3,1,UU_,not given_,4,not given_,5,6,42.9,0.0,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,47,10,UU,,34,,1,2,59,60,1,,,11,1,7308,,BRICKYARD,RD,,,POTOMAC,MD,20854,,,0,0,1,0,,419,,,263,Failure of equipment or heat source,"Vehicle storage area; garage, carport","Heat from powered equipment, other",Undetermined,nan,Unspecified short-circuit arc,"Rolled, wound material (paper, fabric)",60,Extinguish,nan,None Present,Detectors Present,,1 or 2 family dwelling,nan,nan,Extension cord,Smoke
MD,300.0,3,3,18.0,3.0,0.0,12.0,Y,1,N,MD_15555_06152013_0066683_0,Y,4.0,104.0,2013,6,15,17,114866.91176470589,1879.3529411764705,96.6,68.5,7.2,52.5,83.4,14.1,70.1,27.1,42.0,13.0,0.206621130329404,0.23369505343175057,N,0,1,2,1,8,not given_,4,not given_,not given_,not given_,14.7,0.5,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,01,13,81,,20,,1,2,,,1,,,11,1,11235,,OAK LEAF,DR,,,SILVER SPRING,MD,20901,,,0,0,0,1,,429,,,234,Failure of equipment or heat source,"Corridor, mall",Arcing,"Electrical wire, cable insulation",nan,"Mechanical failure, malfunction, other",nan,nan,Extinguish,nan,None Present,Detectors Present,,Multifamily dwellings,nan,nan,"Fluorescent lighting fixture, ballast",Smoke
MD,1.0,2,2,2.0,1.0,0.0,1.0,Y,N,N,MD_15555_06172013_0067250_0,Y,5.0,49.0,2013,6,17,10,102955.91176470587,1972.9411764705883,95.7,65.0,7.5,44.2,79.8,14.1,68.6,21.0,89.0,0.0,0.34421341702628483,0.1778148293448411,N,2,1,1,2,UU_,not given_,4,not given_,not given_,not given_,23.3,0.0,0.3,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,24,40,UU,,12,,1,2,,,,,,11,1,12050,,MILTON,ST,,,SILVER SPRING,MD,20902,,,0,0,0,0,,419,,,,Unintentional,"Cooking area, kitchen","Hot or smoldering object, other",Undetermined,nan,Heat source too close to combustibles.,nan,nan,Extinguish,nan,None Present,None Present,,1 or 2 family dwelling,nan,nan,nan,nan
MD,1.0,2,2,2.0,1.0,800.0,1.0,Y,1,N,MD_15555_06172013_0067404_0,Y,3.0,58.0,2013,6,17,17,81768.29411764706,1770.5882352941176,93.2,53.9,8.2,35.0,78.5,12.3,65.3,30.3,52.0,7.6,0.3382496740547588,0.18760864841373315,6,2,1,1,1,7,2,4,9,2,6,53.5,0.5,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,24,12,76,27,10,NNN,1,2,23,63,1,,,12,1,2,,BRIARSTONE,LA,,,GAITHERSBURG,MD,20877,,,0,0,0,0,,419,,,646,Unintentional,"Cooking area, kitchen","Radiated, conducted heat from operating equipment","Cooking materials, including edible materials","Cooking oil, transformer or lubricating oil","Misuse of material or product, other",Cabinetry (including built-in),63,Salvage & overhaul,,None Present,Detectors Present,Multiple persons involved,1 or 2 family dwelling,nan,nan,"Range, stove with/without oven, cooking surface",Smoke
MD,1.0,2,2,1.0,1.0,0.0,1.0,Y,1,N,MD_15555_06182013_0067921_0,Y,2.0,36.0,2013,6,18,20,92547.38235294117,1883.1470588235295,94.6,45.1,10.1,46.5,85.5,18.3,62.9,23.0,83.0,14.8,0.2103200638354464,0.4536749711853888,N,2,1,1,UU_,7,not given_,4,not given_,not given_,not given_,58.8,0.2,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,24,UU,76,,10,,1,2,,,1,,,10,1,12908,,NEW HAMPSHIRE,AVE,,,SILVER SPRING,MD,20904,,,0,0,0,0,,419,118,U,,Unintentional,"Cooking area, kitchen",Undetermined,"Cooking materials, including edible materials",nan,"Misuse of material or product, other",nan,nan,"Fire, other",nan,None Present,Detectors Present,,1 or 2 family dwelling,"Fat/cooking grease, including lard & animal fat",Undetermined,nan,Smoke
MD,1.0,2,2,3.0,1.0,0.0,1.0,Y,1,N,MD_15555_06212013_0069229_0,Y,5.0,170.0,2013,6,21,20,92547.38235294117,1883.1470588235295,94.6,45.1,10.1,46.5,85.5,18.3,62.9,27.8,29.0,14.8,0.2103200638354464,0.4536749711853888,3,2,1,1,1,7,not given_,4,not given_,UU_,UU_,58.8,0.2,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,24,10,76,,10,,1,2,UU,UU,1,,,11,1,13168,,KARA,LA,,,SILVER SPRING,MD,20904,,,0,0,0,0,1,419,240,U,646,Unintentional,"Cooking area, kitchen","Heat from powered equipment, other","Cooking materials, including edible materials",nan,"Misuse of material or product, other",Undetermined,UU,Extinguish,nan,None Present,Detectors Present,Unattended or unsupervised person,1 or 2 family dwelling,"Furnishings, other",Undetermined,"Range, stove with/without oven, cooking surface",Smoke
MD,12.0,5,2,5.0,0.0,0.0,2.0,Y,1,1,MD_15555_06222013_0069538_0,Y,5.0,247.0,2013,6,22,18,81768.29411764706,1770.5882352941176,93.2,53.9,8.2,35.0,78.5,12.3,65.3,29.8,48.0,9.4,0.3382496740547588,0.18760864841373315,N,2,1,3,2,2,9,4,not given_,not given_,not given_,53.5,0.5,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,24,41,25,99,34,,1,2,,,1,1,1,11,1,405,W,DIAMOND,AVE,,,GAITHERSBURG,MD,20877,,,0,0,0,1,1,429,,,646,Cause under investigation,"Cooking area, kitchen","Heat, spark from friction",Appliance housing or casing,Multiple types of material,Unspecified short-circuit arc,nan,nan,Extinguish,nan,Present,Detectors Present,,Multifamily dwellings,nan,nan,"Range, stove with/without oven, cooking surface",Smoke
MD,1.0,U,3,1.0,1.0,2500.0,1.0,Y,1,N,MD_15555_06232013_0069889_0,Y,4.0,197.0,2013,6,23,20,126111.41176470587,1527.764705882353,98.3,83.2,7.8,50.5,87.4,20.2,63.6,28.5,71.0,5.4,0.21630698633325574,0.12419778538888704,N,2,1,UU_,1,UU_,not given_,4,not given_,not given_,not given_,16.6,0.1,0.30000000000000004,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,24,10,UU,,UU,,1,2,,,1,,,11,1,13215,,SUPERIOR,ST,,,ROCKVILLE,MD,20853,,,0,0,0,0,,419,,,UUU,Cause undetermined after investigation,"Cooking area, kitchen","Heat from powered equipment, other",Undetermined,nan,Undetermined,nan,nan,Extinguish,nan,None Present,Detectors Present,,1 or 2 family dwelling,nan,nan,Undetermined,Smoke
MD,12.0,2,4,3.0,0.0,0.0,2.0,Y,1,U,MD_15555_06252013_0070755_0,Y,2.0,269.0,2013,6,25,19,98385.26470588235,1808.529411764706,94.3,32.5,7.4,44.8,82.7,11.0,69.8,33.3,47.0,14.8,0.20461892419256195,0.2321693799691295,N,2,1,1,1,UU_,not given_,4,not given_,UU_,not given_,50.1,0.2,0.2,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,20,12,UU,,10,,1,2,UU,,U,,,11,1,19315,,CLUB HOUSE,RD,,,MONTGOMERY VILLAGE,MD,20886,,,0,0,0,0,,429,241,U,700,Unintentional,"Function area, other","Radiated, conducted heat from operating equipment",Undetermined,nan,"Misuse of material or product, other",Undetermined,nan,Extinguish,nan,Undetermined,Detectors Present,,Multifamily dwellings,Furniture,Undetermined,"Electronic equipment, other",Undetermined
MD,1.0,2,2,1.0,1.0,2500.0,1.0,Y,U,N,MD_15555_06262013_0070827_0,Y,7.0,96.0,2013,6,26,0,126111.41176470587,1527.764705882353,98.3,83.2,7.8,50.5,87.4,20.2,63.6,31.7,52.0,22.3,0.21630698633325574,0.12419778538888704,N,2,1,1,1,7,not given_,4,not given_,not given_,not given_,16.6,0.1,0.30000000000000004,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,24,12,76,,10,,1,2,,,,,,11,1,4709,,WISSAHICAN,AVE,,,ROCKVILLE,MD,20853,,,0,0,0,0,,419,,,600,Unintentional,"Cooking area, kitchen","Radiated, conducted heat from operating equipment","Cooking materials, including edible materials",nan,"Misuse of material or product, other",nan,nan,Extinguish,nan,None Present,Undetermined,,1 or 2 family dwelling,nan,nan,"Kitchen & cooking equipment, other",nan
MD,4.0,2,2,2.0,1.0,100.0,2.0,Y,1,N,MD_15555_06262013_0071256_0,Y,5.0,30.0,2013,6,26,21,172123.94117647057,2458.5882352941176,95.5,63.5,8.0,83.6,95.5,26.3,61.8,30.0,67.0,11.2,0.07523007893099269,0.026888939835587725,N,2,1,2,1,7,not given_,4,not given_,not given_,not given_,21.7,0.4,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,26,11,70,,20,,1,2,,,3,,,11,1,3703,,JONES BRIDGE,RD,,,CHEVY CHASE,MD,20815,,,0,0,0,0,,419,,,811,Unintentional,"Laundry area, wash house (laundry)","Spark, ember or flame from operating equipment","Organic materials, other",nan,"Mechanical failure, malfunction, other",nan,nan,Extinguish,nan,None Present,Detectors Present,,1 or 2 family dwelling,nan,nan,Clothes dryer,Combination smoke - heat
MD,0.0,3,4,1.0,0.0,0.0,1.0,Y,N,N,MD_15555_06272013_0071380_0,Y,4.0,102.0,2013,6,27,7,82457.55882352941,1430.3823529411764,93.8,71.8,7.7,46.6,83.2,11.5,73.2,22.8,81.0,11.2,0.13723842675949266,0.398551594446445,N,5,8,3,1,8,not given_,5,not given_,not given_,not given_,8.9,0.4,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,56,13,81,,30,,1,2,,,,,,86,1,1323,,UNIVERSITY,BLV,E,,TAKOMA PARK,MD,20912,,,0,0,0,0,,500,712,N,262,Failure of equipment or heat source,Display window,Arcing,"Electrical wire, cable insulation",nan,"Electrical failure, malfunction, other",nan,nan,Investigate,nan,None Present,None Present,,"Mercantile, business, other","Electronic: parts, supplies, equipment",,"Power cord, plug - permanently attached",nan
MD,1.0,U,4,2.0,0.0,0.0,1.0,Y,U,N,MD_15555_06272013_0071676_0,Y,6.0,266.0,2013,6,27,20,92547.38235294117,1883.1470588235295,94.6,45.1,10.1,46.5,85.5,18.3,62.9,24.7,92.0,7.6,0.2103200638354464,0.4536749711853888,N,2,1,3,UU_,UU_,not given_,4,not given_,not given_,not given_,58.8,0.2,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,20,UU,UU,,37,,1,2,,,,,,11,1,809,,ORCHARD,WAY,,,SILVER SPRING,MD,20904,,,0,0,2,0,,419,,,UUU,Cause undetermined after investigation,"Function area, other",Undetermined,Undetermined,nan,Fluorescent light ballast,nan,nan,Extinguish,nan,None Present,Undetermined,,1 or 2 family dwelling,nan,nan,Undetermined,nan
MD,0.0,5,3,1.0,0.0,0.0,1.0,Y,1,1,MD_15555_06292013_0072541_0,Y,4.0,96.0,2013,6,29,23,92680.17647058822,1967.8823529411766,94.2,51.8,11.5,37.3,81.5,22.4,62.1,30.0,48.0,16.6,0.31999185253080764,0.274438770314114,N,1,1,UU_,UU_,UU_,9,5,not given_,not given_,not given_,40.9,0.1,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,15,UU,UU,99,UU,,1,2,,,3,1,1,11,1,12211,,VEIRS MILL,RD,,,SILVER SPRING,MD,20906,,,0,0,0,0,,581,950,U,,Cause under investigation,"Sales area, showroom (exclude display window)",Undetermined,Undetermined,Multiple types of material,Undetermined,nan,nan,Extinguish,nan,Present,Detectors Present,,Department or discount store,"Mixed sales products, other",Undetermined,nan,Combination smoke - heat
MD,1.0,2,3,3.0,1.0,0.0,1.0,Y,1,N,MD_15555_06302013_0072557_0,Y,4.0,110.0,2013,6,30,0,211806.61764705883,2528.1470588235293,94.2,73.2,6.7,83.5,97.9,22.1,64.3,28.9,51.0,14.8,0.0623081090843417,0.015772680753717416,N,7,1,3,1,UU_,not given_,4,not given_,UU_,not given_,13.2,0.1,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,73,13,UU,,30,,1,2,UU,,1,,,11,1,5110,,BROOKEWAY,DR,,,BETHESDA,MD,20816,,,0,0,0,0,U,419,,,230,Unintentional,"Ceiling & floor assembly, crawl space b/t stories",Arcing,Undetermined,nan,"Electrical failure, malfunction, other",Undetermined,nan,Extinguish,nan,None Present,Detectors Present,,1 or 2 family dwelling,nan,nan,"Lamp, lighting, other",Smoke
MD,150.0,U,2,5.0,0.0,0.0,3.0,Y,1,1,MD_15555_07012013_0073187_0,Y,7.0,73.0,2013,7,1,16,92547.38235294117,1883.1470588235295,94.6,45.1,10.1,46.5,85.5,18.3,62.9,25.0,84.0,13.0,0.2103200638354464,0.4536749711853888,N,2,1,UU_,UU_,UU_,not given_,4,not given_,not given_,not given_,58.8,0.2,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,27,UU,UU,,UU,,1,2,,,5,1,1,11,1,3114,,GRACEFIELD,RD,,,SILVER SPRING,MD,20904,,,0,0,0,0,,459,,,,Cause undetermined after investigation,Office,Undetermined,Undetermined,nan,Undetermined,nan,nan,Extinguish,nan,Present,Detectors Present,,Residential board and care,nan,nan,nan,More than 1 type present
MD,1.0,U,5,2.0,1.0,0.0,-1.0,Y,1,N,MD_15555_07042013_0074410_0,Y,6.0,92.0,2013,7,4,17,92547.38235294117,1883.1470588235295,94.6,45.1,10.1,46.5,85.5,18.3,62.9,30.2,69.0,11.2,0.2103200638354464,0.4536749711853888,N,4,1,UU_,UU_,UU_,not given_,4,not given_,not given_,not given_,58.8,0.2,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,40,UU,UU,,UU,,1,2,,,1,,,11,1,2721,,SWEET CLOVER,CT,,,COLESVILLE,MD,20904,,,0,0,0,0,,419,,,,Cause undetermined after investigation,"Storage area, other",Undetermined,Undetermined,nan,Undetermined,nan,nan,Extinguish,nan,None Present,Detectors Present,,1 or 2 family dwelling,nan,nan,nan,Smoke
MD,1.0,5,3,1.0,0.0,100.0,1.0,Y,1,N,MD_15555_07042013_0074500_0,Y,8.0,63.0,2013,7,4,23,185025.20588235295,1832.5588235294117,97.1,29.4,8.1,54.3,95.6,15.2,66.2,31.5,62.0,14.8,0.07654372438702507,0.0660554282142113,N,4,8,10,2,9,11,4,not given_,not given_,not given_,63.099999999999994,0.5,1.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,47,40,00,00,00,,1,2,,,0,,,86,1,24005,,HAWKINS CREAMERY,CT,,,GAITHERSBURG,MD,20882,,,0,0,0,0,,419,,,,Cause under investigation,"Vehicle storage area; garage, carport","Hot or smoldering object, other","Item First Ignited, Other","Type of material first ignited, other",Other factor contributed to ignition,nan,nan,Investigate,nan,None Present,Detectors Present,,1 or 2 family dwelling,nan,nan,nan,Other
MD,1.0,2,3,2.0,1.0,0.0,1.0,Y,U,N,MD_15555_07062013_0075149_0,Y,6.0,47.0,2013,7,6,19,116917.0,2103.205882352941,96.7,46.9,6.2,45.4,89.1,7.8,71.5,33.5,53.0,11.2,0.26718631178707225,0.20836501901140683,N,7,1,1,1,3,4,4,not given_,1,4,84.69999999999999,0.1,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,72,12,37,41,12,,1,2,12,41,,,,12,1,19307,,WHEATFIELD,DR,,,GERMANTOWN,MD,20876,,,0,0,0,0,,419,,,643,Unintentional,"Exterior balcony, unenclosed porch","Radiated, conducted heat from operating equipment","Goods not made up, including fabrics & yard goods",Plastic,Heat source too close to combustibles.,Exterior wall covering or finish,41,Salvage & overhaul,nan,None Present,Undetermined,,1 or 2 family dwelling,nan,nan,"Grill, hibachi, barbecue",nan
MD,1.0,4,4,2.0,1.0,400.0,2.0,Y,1,U,MD_15555_07122013_0077333_0,Y,8.0,119.0,2013,7,12,2,245407.32352941178,2530.676470588235,96.2,69.3,5.6,80.5,96.4,23.4,61.0,26.0,85.0,0.0,0.1966487323552185,0.05110286088665648,N,7,8,6,5,1,11,4,not given_,not given_,not given_,42.9,0.0,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,74,73,11,00,62,,1,2,,,1,,,81,1,11108,S,GLEN,RD,,,POTOMAC,MD,20854,,,0,0,0,0,,400,,,,Act of nature,"Attic: vacant, crawl space above top story, cupola",Lightning,Exterior roof covering or finish,"Type of material first ignited, other",Storm,nan,nan,Incident command,nan,Undetermined,Detectors Present,,"Residential, other",nan,nan,nan,Smoke
MD,144.0,3,2,17.0,1.0,12000.0,6.0,Y,1,2,MD_15555_07142013_0078322_0,Y,5.0,80.0,2013,7,14,18,213921.20588235295,2530.676470588235,94.8,77.2,7.4,81.1,96.9,22.1,63.6,32.0,59.0,5.4,0.1479581935626958,0.023758698123146016,N,2,1,3,1,8,not given_,4,not given_,not given_,not given_,26.099999999999998,0.0,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,24,13,81,,30,,1,2,,,1,,,11,1,7420,,WESTLAKE,TER,,,BETHESDA,MD,20817,,,0,0,0,0,,429,711,N,644,Failure of equipment or heat source,"Cooking area, kitchen",Arcing,"Electrical wire, cable insulation",nan,"Electrical failure, malfunction, other",nan,nan,Extinguish,nan,Partial system present,Detectors Present,,Multifamily dwellings,Appliances,,Microwave oven,Smoke
